id,user,uid,version,changeset,timestamp 
32098078,arming_telenav,4827171,4,47045242,2017-03-21T16:48:31Z
32098079,Green1,113963,2,293862,2009-04-07T06:01:35Z
32098114,abDoug,3789884,4,47979727,2017-04-20T17:54:33Z
32098189,arming_telenav,4827171,3,47045242,2017-03-21T16:48:31Z
32098272,Green1,113963,3,293862,2009-04-07T04:59:35Z
32098277,alester,307202,7,20569875,2014-02-15T04:49:01Z
32098309,arming_telenav,4827171,5,48334100,2017-05-02T12:31:36Z
32098313,abDoug,3789884,5,47051492,2017-03-21T21:10:28Z
32098331,Silvermane,186339,3,3563816,2010-01-07T18:22:11Z
32098375,Meliora Cogito,2776568,3,30075958,2015-04-08T22:10:06Z
32098445,abDoug,3789884,3,47888487,2017-04-18T00:57:02Z
32098453,sbrown,361745,4,35276498,2015-11-13T05:08:02Z
32098476,lacram_telenav,4832980,8,50802599,2017-08-03T09:43:34Z
32098482,geobase_stevens,92209,1,805885,2009-03-14T16:43:37Z
32098504,MuzikMachine,1820014,3,29190545,2015-03-02T04:21:41Z
32098517,Zippanova,31437,5,19706437,2013-12-29T22:35:38Z
32098518,Zippanova,31437,3,17759631,2013-09-10T01:23:46Z
32098541,Silvermane,186339,4,7761102,2011-04-04T05:28:35Z
32098559,abDoug,3789884,6,43392056,2016-11-03T22:39:35Z
32098585,Zippanova,31437,8,14917830,2013-02-05T05:40:57Z
32098591,Zippanova,31437,4,19350129,2013-12-08T23:20:05Z
32098695,andrewpmk,1679,9,21174807,2014-03-18T14:02:02Z
32098697,ionutr_telenav,4930407,7,50938638,2017-08-08T09:27:48Z
32098705,Zippanova,31437,3,19350129,2013-12-08T23:20:05Z
32098707,lorandr_telenav,4973384,3,47093617,2017-03-23T11:16:43Z
32098710,simonap_telenav,4827180,14,46436321,2017-02-27T09:10:20Z
32098755,abDoug,3789884,8,42248479,2016-09-18T14:29:46Z
32098776,marinad_telenav,3277198,9,44873312,2017-01-03T14:52:21Z
32098809,Silvermane,186339,3,3738434,2010-01-28T21:07:59Z
32098816,abDoug,3789884,4,42163953,2016-09-15T04:49:49Z
32098830,abDoug,3789884,5,42808175,2016-10-11T17:16:57Z
32098864,Silvermane,186339,3,3563816,2010-01-07T18:20:38Z
32098894,marinad_telenav,3277198,12,44706779,2016-12-27T13:57:32Z
32098898,arming_telenav,4827171,4,47061825,2017-03-22T08:51:18Z
32098903,Zippanova,31437,3,15323688,2013-03-11T04:15:19Z
32098905,Zippanova,31437,9,14530265,2013-01-04T19:59:53Z
32098915,abDoug,3789884,6,42003394,2016-09-08T12:49:16Z
32098958,georges_telenav,5245700,4,47008473,2017-03-20T10:39:34Z
32098973,arming_telenav,4827171,3,47045242,2017-03-21T16:48:31Z
32098974,Zippanova,31437,6,14917830,2013-02-05T05:40:58Z
32098982,Silvermane,186339,3,3740182,2010-01-29T00:01:57Z
32099002,firmada,1884850,6,26750178,2014-11-13T07:10:47Z
32099051,marinad_telenav,3277198,8,45856329,2017-02-06T13:34:27Z
32099105,abDoug,3789884,6,41040215,2016-07-26T15:07:53Z
32099119,abDoug,3789884,4,42398289,2016-09-24T03:14:07Z
32099135,Zippanova,31437,6,17759631,2013-09-10T01:23:47Z
32099166,MuzikMachine,1820014,14,21964970,2014-04-26T21:48:13Z
32099201,Wynndale,118262,2,4450433,2010-04-17T18:22:06Z
32099224,Silvermane,186339,3,3972725,2010-02-25T16:15:50Z
32099298,Silvermane,186339,4,3732332,2010-01-27T23:57:46Z
32099340,Zippanova,31437,4,14839147,2013-01-29T19:49:14Z
32099394,MuzikMachine,1820014,6,35198948,2015-11-09T18:24:17Z
32099403,Zippanova,31437,4,14917830,2013-02-05T05:40:59Z
32099428,alester,307202,6,20569875,2014-02-15T04:49:16Z
32099436,abDoug,3789884,3,42307439,2016-09-20T19:28:24Z
32099481,abDoug,3789884,4,42309035,2016-09-20T20:53:53Z
32099489,simonap_telenav,4827180,6,46614586,2017-03-06T06:57:07Z
32099491,abDoug,3789884,5,42309035,2016-09-20T20:53:52Z
32099499,andrewpmk,1679,4,14783489,2013-01-25T17:32:41Z
32099532,abDoug,3789884,10,50815497,2017-08-03T17:47:29Z
32099552,geobase_stevens,92209,2,935760,2009-04-25T03:58:42Z
32099555,abDoug,3789884,5,42756902,2016-10-09T15:42:28Z
32099581,Zippanova,31437,3,15472968,2013-03-24T00:37:10Z
32099588,JamesBadger,901180,15,41501762,2016-08-16T23:55:39Z
32099603,MuzikMachine,1820014,5,27513627,2014-12-16T18:44:41Z
32099631,Zippanova,31437,6,14917830,2013-02-05T05:40:59Z
32099681,stampede,652601,3,11317832,2012-04-16T03:28:23Z
32099690,Silvermane,186339,2,3593300,2010-01-11T02:51:14Z
32099709,simonap_telenav,4827180,7,46464412,2017-02-28T10:53:58Z
32099746,abDoug,3789884,11,49422065,2017-06-10T14:35:39Z
32099750,abDoug,3789884,3,42759734,2016-10-09T18:01:15Z
32099778,Silvermane,186339,3,3973208,2010-02-25T17:26:57Z
32099780,Zippanova,31437,7,16197704,2013-05-19T18:29:24Z
32099789,Av8tr,5374014,6,46424959,2017-02-26T20:16:25Z
32099790,abDoug,3789884,7,44013453,2016-11-28T18:03:37Z
32099792,georges_telenav,5245700,6,47008473,2017-03-20T10:39:34Z
32099798,dlr365,316895,2,11754608,2012-05-31T04:38:36Z
32099831,twinn,2722935,5,49411179,2017-06-10T01:22:36Z
32099840,Green1,113963,2,293862,2009-04-07T06:59:04Z
32099842,JamesBadger,901180,6,22138120,2014-05-05T01:16:33Z
32099843,abDoug,3789884,7,47954336,2017-04-19T22:54:58Z
32099847,Zippanova,31437,6,14924064,2013-02-05T17:41:51Z
32099860,Meliora Cogito,2776568,4,30075958,2015-04-08T22:10:06Z
32099883,lorandr_telenav,4973384,3,47095525,2017-03-23T12:35:09Z
32099904,arming_telenav,4827171,3,47045242,2017-03-21T16:48:31Z
32099906,abDoug,3789884,14,42301564,2016-09-20T15:13:59Z
32099927,Silvermane,186339,3,3593300,2010-01-11T02:51:16Z
32099932,Zippanova,31437,4,17858128,2013-09-15T20:54:31Z
32099950,abDoug,3789884,5,45302930,2017-01-19T17:07:19Z
32099953,Silvermane,186339,2,3679733,2010-01-22T01:48:34Z
32099971,Silvermane,186339,6,4290103,2010-03-31T22:36:08Z
32100001,Silvermane,186339,5,3732714,2010-01-28T01:06:41Z
32100005,arming_telenav,4827171,3,47045242,2017-03-21T16:48:32Z
32100006,Zippanova,31437,5,14972099,2013-02-09T20:08:36Z
32100022,Zippanova,31437,4,14917830,2013-02-05T05:40:59Z
32100029,arming_telenav,4827171,3,47045242,2017-03-21T16:48:32Z
32100041,Zippanova,31437,6,14917830,2013-02-05T05:40:59Z
32100063,alester,307202,3,20570235,2014-02-15T05:49:20Z
32100066,emem,399776,7,48807908,2017-05-19T02:43:12Z
32100077,Wynndale,118262,6,4450433,2010-04-17T18:22:21Z
32100105,abDoug,3789884,8,42309283,2016-09-20T21:09:32Z
32100147,abDoug,3789884,11,47582969,2017-04-09T02:46:13Z
32100153,abDoug,3789884,11,47957663,2017-04-20T03:25:46Z
32100163,abDoug,3789884,5,47051492,2017-03-21T21:10:28Z
32100166,Wynndale,118262,3,4450433,2010-04-17T18:22:01Z
32100169,alester,307202,6,20570235,2014-02-15T05:49:47Z
32100175,abDoug,3789884,3,42988103,2016-10-18T16:30:11Z
32100224,abDoug,3789884,4,42003067,2016-09-08T12:34:04Z
32100244,Wynndale,118262,2,4450433,2010-04-17T18:22:06Z
32100254,georges_telenav,5245700,6,47007475,2017-03-20T10:04:32Z
32100268,Meliora Cogito,2776568,6,30077374,2015-04-09T00:24:54Z
32100273,Meliora Cogito,2776568,7,30133457,2015-04-11T01:22:38Z
32100274,Zippanova,31437,6,14917830,2013-02-05T05:41:00Z
32100287,Zippanova,31437,5,16472882,2013-06-08T18:54:24Z
32100291,alester,307202,4,20569875,2014-02-15T04:49:29Z
32100457,Zippanova,31437,4,14627771,2013-01-12T21:27:54Z
32100480,abDoug,3789884,4,42397579,2016-09-24T00:25:09Z
32100495,abDoug,3789884,5,42155783,2016-09-14T18:13:35Z
32100509,simonap_telenav,4827180,6,46466378,2017-02-28T12:18:26Z
32100528,arming_telenav,4827171,5,48335609,2017-05-02T13:25:56Z
32100531,simonap_telenav,4827180,4,46806371,2017-03-13T09:20:56Z
32100537,arming_telenav,4827171,3,47097050,2017-03-23T13:23:09Z
32100559,arming_telenav,4827171,4,47097050,2017-03-23T13:23:10Z
32100574,abDoug,3789884,3,44706911,2016-12-27T14:04:27Z
32100610,geobase_stevens,92209,1,805885,2009-03-14T16:59:23Z
32100617,Zippanova,31437,5,17759631,2013-09-10T01:23:47Z
32100629,Silvermane,186339,9,50336914,2017-07-16T23:33:26Z
32100636,Silvermane,186339,3,4347945,2010-04-06T19:37:41Z
32100643,Silvermane,186339,3,3738434,2010-01-28T20:51:06Z
32100647,Zippanova,31437,2,14494492,2013-01-02T02:14:38Z
32100666,Stang,162778,3,2262590,2009-08-26T00:21:40Z
32100670,abDoug,3789884,6,47443207,2017-04-04T13:45:37Z
32100687,abDoug,3789884,4,42248493,2016-09-18T14:30:18Z
32100691,Zippanova,31437,3,17543840,2013-08-27T20:11:12Z
32100694,Zippanova,31437,3,14917830,2013-02-05T05:40:58Z
32100698,Silvermane,186339,3,3679733,2010-01-22T02:26:42Z
32100708,abDoug,3789884,9,47954879,2017-04-19T23:37:17Z
32100715,Zippanova,31437,3,14494745,2013-01-02T04:07:45Z
32100729,Silvermane,186339,5,3773215,2010-02-02T04:45:04Z
32100736,Zippanova,31437,4,17538204,2013-08-27T14:44:22Z
32100743,andrewpmk,1679,4,14759385,2013-01-23T16:41:55Z
32100749,arming_telenav,4827171,2,47045242,2017-03-21T16:48:32Z
32100756,geobase_stevens,92209,1,805885,2009-03-14T17:00:32Z
32100798,Silvermane,186339,4,3773215,2010-02-02T05:36:31Z
32100810,bookerm,179547,3,13184691,2012-09-20T15:15:14Z
32100838,simonap_telenav,4827180,6,46807383,2017-03-13T09:52:10Z
32100855,arming_telenav,4827171,2,47045242,2017-03-21T16:48:32Z
32100862,abDoug,3789884,3,42781374,2016-10-10T16:19:35Z
32100887,abDoug,3789884,8,40581885,2016-07-08T17:27:50Z
32100900,abDoug,3789884,5,41050952,2016-07-27T00:03:19Z
32100912,Jason Reid,7774,2,220744,2009-04-05T09:36:29Z
32100927,Zippanova,31437,4,14839469,2013-01-29T20:16:16Z
32100934,arming_telenav,4827171,2,48359497,2017-05-03T09:17:28Z
32100953,Zippanova,31437,4,16489401,2013-06-09T23:06:01Z
32101000,lorandr_telenav,4973384,6,49130183,2017-05-31T09:44:11Z
32101023,arming_telenav,4827171,4,47044106,2017-03-21T15:52:27Z
32101030,Silvermane,186339,3,3736725,2010-01-28T16:20:52Z
32101065,alester,307202,7,20570235,2014-02-15T05:49:20Z
32101069,marinad_telenav,3277198,4,44901977,2017-01-04T16:00:18Z
32101072,Zippanova,31437,4,22304888,2014-05-13T04:50:16Z
32101092,alester,307202,7,20570235,2014-02-15T05:49:21Z
32101099,Meliora Cogito,2776568,4,30075636,2015-04-08T21:49:51Z
32101112,abDoug,3789884,6,44013453,2016-11-28T18:03:37Z
32101119,abDoug,3789884,6,42756902,2016-10-09T15:42:30Z
32101138,abDoug,3789884,11,45090065,2017-01-11T23:03:17Z
32101156,georges_telenav,5245700,3,47006796,2017-03-20T09:40:28Z
32101184,Zippanova,31437,6,16197704,2013-05-19T18:29:24Z
32101192,JamesBadger,901180,8,41501762,2016-08-16T23:55:40Z
32101208,arming_telenav,4827171,3,47045242,2017-03-21T16:48:32Z
32101259,Silvermane,186339,2,3672184,2010-01-21T04:55:43Z
32101282,arming_telenav,4827171,5,47092828,2017-03-23T10:39:27Z
32101285,abDoug,3789884,9,47670110,2017-04-11T20:54:27Z
32101293,joj0,3079301,6,32858168,2015-07-24T19:34:43Z
32101324,Silvermane,186339,3,3955526,2010-02-23T17:12:42Z
32101356,Silvermane,186339,2,3672184,2010-01-21T04:48:36Z
32101357,abDoug,3789884,7,43986966,2016-11-27T16:33:12Z
32101358,alester,307202,3,20569875,2014-02-15T04:49:23Z
32101389,Zippanova,31437,3,15307236,2013-03-09T20:25:54Z
32101395,Zippanova,31437,6,14557083,2013-01-07T00:11:09Z
32101521,Silvermane,186339,4,3732332,2010-01-28T00:13:12Z
32101537,alester,307202,4,20569875,2014-02-15T04:48:43Z
32101569,abDoug,3789884,7,48234337,2017-04-28T17:11:58Z
32101572,geobase_stevens,92209,2,935671,2009-04-25T03:49:47Z
32101577,Silvermane,186339,3,3736725,2010-01-28T16:19:31Z
32101594,Silvermane,186339,3,3738434,2010-01-28T21:07:20Z
32101606,Silvermane,186339,6,3688893,2010-01-23T04:01:10Z
32101620,danstante,697591,2,11825601,2012-06-07T14:17:22Z
32101644,Zippanova,31437,3,16471365,2013-06-08T17:08:07Z
32101649,Zippanova,31437,3,16382853,2013-06-01T20:44:18Z
32101652,Zippanova,31437,3,22304353,2014-05-13T03:57:23Z
32101656,Zippanova,31437,4,15225572,2013-03-02T19:35:07Z
32101658,Zippanova,31437,4,14627771,2013-01-12T21:28:00Z
32101663,Zippanova,31437,5,19350129,2013-12-08T23:19:50Z
32101674,abDoug,3789884,8,47111126,2017-03-24T00:17:47Z
32101697,abDoug,3789884,7,42759734,2016-10-09T18:01:16Z
32101707,Zippanova,31437,8,15321220,2013-03-10T20:51:32Z
32101734,danstante,697591,2,11825601,2012-06-07T14:17:23Z
32101762,abDoug,3789884,9,43986966,2016-11-27T16:33:11Z
32101763,alester,307202,4,20569875,2014-02-15T04:49:01Z
32101856,Silvermane,186339,3,3732332,2010-01-27T23:05:00Z
32101872,lorandr_telenav,4973384,4,49064472,2017-05-29T08:00:57Z
32101881,Zippanova,31437,6,16471365,2013-06-08T17:08:08Z
32101894,Green1,113963,2,293862,2009-04-07T04:57:33Z
32101910,Silvermane,186339,2,3563816,2010-01-07T18:18:47Z
32101934,Silvermane,186339,5,3679733,2010-01-22T01:49:08Z
32101940,Zippanova,31437,4,19122225,2013-11-26T07:45:03Z
32101989,Meliora Cogito,2776568,2,30133141,2015-04-11T00:22:45Z
32102030,abDoug,3789884,5,42248493,2016-09-18T14:30:18Z
32102041,arming_telenav,4827171,5,47062180,2017-03-22T09:05:03Z
32102102,abDoug,3789884,5,42736778,2016-10-08T15:55:05Z
32102110,Zippanova,31437,7,14917830,2013-02-05T05:41:00Z
32102117,Zippanova,31437,4,19300545,2013-12-06T06:26:44Z
32102127,Zippanova,31437,4,16197704,2013-05-19T19:22:15Z
32102165,Zippanova,31437,6,16489401,2013-06-09T23:06:02Z
32102172,abDoug,3789884,5,51376075,2017-08-23T13:36:25Z
32102173,Silvermane,186339,4,3593300,2010-01-11T02:57:24Z
32102179,abDoug,3789884,4,45301670,2017-01-19T16:26:17Z
32102180,Zippanova,31437,4,14974929,2013-02-10T01:37:41Z
32102193,abDoug,3789884,8,47875306,2017-04-17T15:23:47Z
32102195,lorandr_telenav,4973384,4,49293454,2017-06-06T05:08:06Z
32102237,MuzikMachine,1820014,8,51153926,2017-08-15T22:18:58Z
32102257,alester,307202,10,20569875,2014-02-15T04:48:32Z
32102272,abDoug,3789884,5,42671398,2016-10-05T23:06:05Z
32102288,abDoug,3789884,5,48896564,2017-05-22T18:48:16Z
32102294,Silvermane,186339,5,50336914,2017-07-16T23:33:25Z
32102296,geobase_stevens,92209,1,805885,2009-03-14T17:10:25Z
32102298,geobase_stevens,92209,1,805885,2009-03-14T17:10:26Z
32102304,Zippanova,31437,6,10695732,2012-02-15T19:48:44Z
32102307,sbrown,361745,3,8519734,2011-06-23T01:43:10Z
32102325,Zippanova,31437,4,14839469,2013-01-29T20:16:23Z
32102355,andrewpmk,1679,3,14783489,2013-01-25T17:32:41Z
32102399,alester,307202,4,20569875,2014-02-15T04:48:31Z
32102401,arming_telenav,4827171,3,47097050,2017-03-23T13:23:10Z
32102423,Silvermane,186339,3,3736725,2010-01-28T16:21:13Z
32102454,asphotographics,1265173,7,35269463,2015-11-12T19:43:08Z
32102459,MuzikMachine,1820014,4,29190545,2015-03-02T04:21:43Z
32102460,abDoug,3789884,4,48321680,2017-05-02T02:20:51Z
32102473,abDoug,3789884,6,42051119,2016-09-10T00:46:12Z
32102479,abDoug,3789884,6,43904800,2016-11-23T20:20:25Z
32102500,abDoug,3789884,7,48323400,2017-05-02T05:08:41Z
32102525,Silvermane,186339,3,3563816,2010-01-07T18:20:36Z
32102553,Silvermane,186339,3,3607722,2010-01-13T04:28:38Z
32102560,Zippanova,31437,7,14483648,2013-01-01T05:42:47Z
32102620,abDoug,3789884,3,42545375,2016-09-30T15:29:14Z
32102649,abDoug,3789884,6,47802596,2017-04-15T03:42:23Z
32102651,abDoug,3789884,7,47954336,2017-04-19T22:54:58Z
32102687,abDoug,3789884,6,47660498,2017-04-11T15:07:43Z
32102691,alester,307202,4,20569875,2014-02-15T04:49:13Z
32102711,Bootprint,76077,9,47970514,2017-04-20T12:38:51Z
32102736,abDoug,3789884,4,45331726,2017-01-20T17:03:27Z
32102737,Quickstrike,6088132,7,49119594,2017-05-31T02:34:32Z
32102741,JamesBadger,901180,6,48108968,2017-04-25T04:14:38Z
32102749,Silvermane,186339,3,3736725,2010-01-28T16:17:47Z
32102765,Silvermane,186339,6,50336914,2017-07-16T23:33:25Z
32102773,Zippanova,31437,3,16246923,2013-05-23T04:28:59Z
32102781,simonap_telenav,4827180,8,46436926,2017-02-27T09:35:11Z
32102786,Silvermane,186339,3,3689315,2010-01-23T07:06:41Z
32102798,abDoug,3789884,3,44039368,2016-11-29T17:37:24Z
32102804,simonap_telenav,4827180,5,46523638,2017-03-02T14:26:10Z
32102826,Silvermane,186339,3,3955526,2010-02-23T17:29:51Z
32102893,andrewpmk,1679,4,23154054,2014-06-25T16:39:08Z
32102900,Wynndale,118262,4,4450433,2010-04-17T18:22:20Z
32102904,simonap_telenav,4827180,7,46466378,2017-02-28T12:18:26Z
32102913,marinad_telenav,3277198,20,44592207,2016-12-22T14:39:17Z
32102931,Silvermane,186339,4,3732714,2010-01-28T01:06:50Z
32102983,abDoug,3789884,7,47744588,2017-04-13T14:24:38Z
32103014,Zippanova,31437,6,15323722,2013-03-11T04:22:18Z
32103027,abDoug,3789884,4,43089127,2016-10-22T20:36:48Z
32103032,abDoug,3789884,7,47670153,2017-04-11T20:55:47Z
32103082,petrar_telenav,4940486,3,44283811,2016-12-09T14:41:40Z
32103085,arming_telenav,4827171,5,47226820,2017-03-28T11:22:08Z
32103098,alester,307202,4,20570235,2014-02-15T05:49:48Z
32103142,Silvermane,186339,3,3972725,2010-02-25T16:22:15Z
32103148,sbrown,361745,4,35276498,2015-11-13T05:25:19Z
32103157,abDoug,3789884,5,42736889,2016-10-08T16:00:54Z
32103205,Silvermane,186339,2,3689066,2010-01-23T05:01:11Z
32103223,abDoug,3789884,6,42150844,2016-09-14T14:17:29Z
32103298,Zippanova,31437,4,14917830,2013-02-05T05:40:58Z
32103311,arming_telenav,4827171,6,47044106,2017-03-21T15:52:27Z
32103348,Zippanova,31437,5,14917830,2013-02-05T05:40:58Z
32103356,Silvermane,186339,3,3972725,2010-02-25T16:18:31Z
32103377,Zippanova,31437,4,15492121,2013-03-25T14:20:26Z
32103436,AKC,64065,4,5667641,2010-09-03T04:59:02Z
32103440,MuzikMachine,1820014,7,48211242,2017-04-27T22:58:14Z
32103441,Meliora Cogito,2776568,6,30075958,2015-04-08T22:10:06Z
32103444,abDoug,3789884,6,42324832,2016-09-21T14:17:12Z
32103466,abDoug,3789884,8,47957171,2017-04-20T02:49:27Z
32103518,rzach,420565,5,15818111,2013-04-22T00:20:41Z
32103519,Zippanova,31437,5,14917830,2013-02-05T05:40:59Z
32103531,Green1,113963,2,293862,2009-04-07T06:58:22Z
32103598,Zippanova,31437,7,15321220,2013-03-10T20:51:33Z
32103664,abDoug,3789884,8,42218140,2016-09-17T00:55:23Z
32103675,arming_telenav,4827171,4,47045242,2017-03-21T16:48:32Z
32103690,abDoug,3789884,7,47670110,2017-04-11T20:54:27Z
32103710,rzach,420565,5,15818111,2013-04-22T00:20:42Z
32103715,JamesBadger,901180,5,40124427,2016-06-18T21:52:46Z
32103761,Zippanova,31437,5,14917830,2013-02-05T05:40:59Z
32103791,arming_telenav,4827171,2,47045242,2017-03-21T16:48:32Z
32103810,Silvermane,186339,2,3670285,2010-01-20T21:02:31Z
32103836,abDoug,3789884,6,48264907,2017-04-29T19:26:40Z
32103884,Silvermane,186339,2,3688893,2010-01-23T03:26:18Z
32103899,Zippanova,31437,4,15084049,2013-02-19T00:44:43Z
32103904,simonap_telenav,4827180,5,46513521,2017-03-02T06:17:24Z
32103910,Silvermane,186339,2,4358856,2010-04-07T21:01:13Z
32103913,Silvermane,186339,4,3736725,2010-01-28T16:14:22Z
32103923,abDoug,3789884,4,42308603,2016-09-20T20:29:22Z
32103942,Quickstrike,6088132,6,49119594,2017-05-31T02:44:43Z
32103966,Silvermane,186339,3,3972725,2010-02-25T16:18:40Z
32103969,georges_telenav,5245700,3,47008473,2017-03-20T10:39:34Z
32103985,abDoug,3789884,8,42406285,2016-09-24T14:55:11Z
32104006,andrewpmk,1679,3,23154054,2014-06-25T16:39:08Z
32104032,Zippanova,31437,6,14917830,2013-02-05T05:41:00Z
32104034,abDoug,3789884,6,51376075,2017-08-23T13:36:25Z
32104077,abDoug,3789884,6,43285760,2016-10-30T15:32:40Z
32104114,abDoug,3789884,6,42756902,2016-10-09T15:42:30Z
32104120,lacram_telenav,4832980,12,50802599,2017-08-03T09:43:34Z
32104132,oanac2_telenav,4827272,8,46310161,2017-02-22T15:14:48Z
32104138,alester,307202,3,34561900,2015-10-11T04:05:12Z
32104142,marinad_telenav,3277198,7,44708090,2016-12-27T15:02:20Z
32104144,Silvermane,186339,3,3736725,2010-01-28T16:17:21Z
32104146,marinad_telenav,3277198,10,44866138,2017-01-03T09:38:47Z
32104185,georges_telenav,5245700,11,47008376,2017-03-20T10:36:20Z
32104216,Zippanova,31437,4,22304888,2014-05-13T04:50:16Z
32104234,simonap_telenav,4827180,9,46614586,2017-03-06T06:57:08Z
32104237,Zippanova,31437,4,14974929,2013-02-10T01:37:41Z
32104244,Silvermane,186339,4,3732332,2010-01-27T23:48:21Z
32104247,abDoug,3789884,5,47430850,2017-04-04T04:48:59Z
32104266,lorandr_telenav,4973384,4,49134428,2017-05-31T12:26:15Z
32104278,Silvermane,186339,14,50164318,2017-07-10T01:38:11Z
32104280,marinad_telenav,3277198,5,44866138,2017-01-03T09:38:48Z
32104323,abDoug,3789884,6,44715692,2016-12-27T20:54:21Z
32104332,rzach,420565,4,12610934,2012-08-04T16:02:08Z
32104346,abDoug,3789884,10,38956576,2016-04-28T16:13:09Z
32104358,lorandr_telenav,4973384,4,49064472,2017-05-29T08:00:57Z
32104429,arming_telenav,4827171,4,47045242,2017-03-21T16:48:32Z
32104456,Zippanova,31437,3,12823897,2012-08-22T18:04:13Z
32104475,abDoug,3789884,8,47670110,2017-04-11T20:54:27Z
32104483,lorandr_telenav,4973384,7,49130183,2017-05-31T09:44:12Z
32104529,abDoug,3789884,11,48233869,2017-04-28T16:48:43Z
32104553,JamesBadger,901180,6,48180847,2017-04-27T03:46:37Z
32104566,abDoug,3789884,7,45301330,2017-01-19T16:11:38Z
32104638,arming_telenav,4827171,3,47045242,2017-03-21T16:48:33Z
32104695,alester,307202,3,20570235,2014-02-15T05:49:21Z
32104726,marinad_telenav,3277198,3,44901550,2017-01-04T15:39:45Z
32104729,alester,307202,4,34561900,2015-10-11T04:05:14Z
32104734,geobase_stevens,92209,3,935766,2009-04-25T03:59:21Z
32104739,Silvermane,186339,3,3563816,2010-01-07T18:21:53Z
32104747,Silvermane,186339,2,3738434,2010-01-28T20:04:08Z
32104752,abDoug,3789884,5,48321680,2017-05-02T02:20:51Z
32104786,Wynndale,118262,5,4560998,2010-04-29T20:02:28Z
32104839,Zippanova,31437,3,14530190,2013-01-04T19:35:27Z
32104865,abDoug,3789884,7,42471688,2016-09-27T14:22:43Z
32104866,abDoug,3789884,6,45332704,2017-01-20T17:53:53Z
32104906,Silvermane,186339,4,3732332,2010-01-27T23:30:49Z
32104921,abDoug,3789884,4,40481906,2016-07-04T16:02:21Z
32104922,abDoug,3789884,6,42162510,2016-09-15T02:21:51Z
32104930,Silvermane,186339,3,3563598,2010-01-07T17:05:40Z
32104956,abDoug,3789884,5,42324296,2016-09-21T13:57:10Z
32104958,arming_telenav,4827171,4,47044106,2017-03-21T15:52:27Z
32104974,danstante,697591,2,11825601,2012-06-07T14:17:24Z
32104977,bookerm,179547,3,13184691,2012-09-20T15:15:14Z
32104991,abDoug,3789884,4,42449432,2016-09-26T16:11:09Z
32105006,Silvermane,186339,4,3740182,2010-01-29T00:00:23Z
32105013,Green1,113963,2,255185,2009-04-06T03:52:03Z
32105022,abDoug,3789884,9,44715160,2016-12-27T20:29:20Z
32105039,JamesBadger,901180,6,21918393,2014-04-24T21:42:49Z
32105045,Zippanova,31437,6,14839469,2013-01-29T20:16:16Z
32105079,rzach,420565,6,15818111,2013-04-22T00:20:40Z
32105081,SathyaPendyala,3618405,3,42192833,2016-09-16T02:31:56Z
32105092,simonap_telenav,4827180,5,46806371,2017-03-13T09:20:56Z
32105116,Zippanova,31437,5,14917830,2013-02-05T05:40:58Z
32105147,Zippanova,31437,6,15731819,2013-04-15T02:46:58Z
32105158,alester,307202,6,20569875,2014-02-15T04:48:59Z
32105161,Silvermane,186339,4,7761102,2011-04-04T05:28:34Z
32105173,Zippanova,31437,2,15316672,2013-03-10T15:49:15Z
32105184,Silvermane,186339,4,4158399,2010-03-18T03:03:55Z
32105205,abDoug,3789884,6,44720728,2016-12-28T03:29:25Z
32105216,arming_telenav,4827171,7,47470847,2017-04-05T09:57:04Z
32105222,Silvermane,186339,5,4158399,2010-03-18T03:05:08Z
32105265,Zippanova,31437,2,14494492,2013-01-02T02:14:39Z
32105294,Zippanova,31437,3,19122225,2013-11-26T07:45:02Z
32105308,Silvermane,186339,3,3972725,2010-02-25T16:18:22Z
32105334,abDoug,3789884,11,39145398,2016-05-06T14:35:52Z
32105337,Silvermane,186339,3,3732332,2010-01-27T23:04:45Z
32105339,abDoug,3789884,7,47745371,2017-04-13T14:48:08Z
32105360,abDoug,3789884,4,42308683,2016-09-20T20:33:03Z
32105386,Zippanova,31437,5,14557083,2013-01-07T00:11:09Z
32105393,marinad_telenav,3277198,6,44901977,2017-01-04T16:00:18Z
32105446,simonap_telenav,4827180,5,46049167,2017-02-13T14:31:34Z
32105469,Silvermane,186339,3,3738434,2010-01-28T20:50:34Z
32105528,arming_telenav,4827171,3,47045242,2017-03-21T16:48:33Z
32105535,arming_telenav,4827171,2,47045242,2017-03-21T16:48:33Z
32105542,lorandr_telenav,4973384,3,47095525,2017-03-23T13:00:30Z
32105563,abDoug,3789884,7,45301605,2017-01-19T16:23:42Z
32105567,abDoug,3789884,7,42756902,2016-10-09T15:42:29Z
32105606,Zippanova,31437,7,15318767,2013-03-10T17:54:22Z
32105629,abDoug,3789884,9,44715692,2016-12-27T20:54:21Z
32105630,abDoug,3789884,6,48215802,2017-04-28T04:56:18Z
32105633,Zippanova,31437,5,15316672,2013-03-10T15:49:14Z
32105641,abDoug,3789884,5,47745644,2017-04-13T14:57:39Z
32105649,abDoug,3789884,5,42178787,2016-09-15T16:49:58Z
32105717,alester,307202,4,20569875,2014-02-15T04:49:11Z
32105726,Silvermane,186339,5,3732332,2010-01-28T00:13:22Z
32105738,andrewpmk,1679,4,14759385,2013-01-23T16:41:55Z
32105812,Green1,113963,2,293862,2009-04-07T06:58:57Z
32105823,abDoug,3789884,6,44715160,2016-12-27T20:29:20Z
